Mod:Item:MetaData, Localized Name
TConstruct:decoration.multibrickfancy:5, 平滑金砖块
TConstruct:decoration.multibrickfancy:6, 平滑青金石砖块
TConstruct:decoration.multibrickfancy:7, 平滑钻石砖块
TConstruct:decoration.multibrickfancy:8, 平滑红石砖块
TConstruct:decoration.multibrickfancy:9, 平滑白骨砖块
TConstruct:decoration.multibrickfancy:10, 平滑史莱姆砖块
TConstruct:decoration.multibrickfancy:11, 平滑蓝史莱姆砖块
TConstruct:decoration.multibrickfancy:12, 平滑末地石砖块
TConstruct:decoration.multibrickfancy:13, 平滑黑曜石锭砖块
TConstruct:decoration.multibrickfancy:14, 平滑石砖块
TConstruct:decoration.multibrickfancy:15, 铺路石块
TConstruct:decoration.multibrickmetal:0, Alumite Brick
TConstruct:decoration.multibrickmetal:1, Ardite Brick
TConstruct:decoration.multibrickmetal:2, Cobalt Brick
TConstruct:decoration.multibrickmetal:3, Manyullyn Brick
TConstruct:decoration.multibrickmetal:4, Fancy Alumite Brick
TConstruct:decoration.multibrickmetal:5, Fancy Ardite Brick
TConstruct:decoration.multibrickmetal:6, Fancy Cobalt Brick
TConstruct:decoration.multibrickmetal:7, Fancy Manyullyn Brick
TConstruct:ore.berries.one:8, 铁矿莓丛
TConstruct:ore.berries.one:9, 金矿莓丛
TConstruct:ore.berries.one:10, 铜矿莓丛
TConstruct:ore.berries.one:11, 锡矿莓丛
TConstruct:ore.berries.two:8, 铝矿莓丛
TConstruct:ore.berries.two:9, 精华莓丛
TConstruct:SearedBrick:1, 钴矿石
TConstruct:SearedBrick:2, 阿迪特矿石
TConstruct:SearedBrick:3, 铜矿石
TConstruct:SearedBrick:4, 锡矿石
TConstruct:SearedBrick:5, 铝矿石
TConstruct:GravelOre:0, 铁矿砂砾
TConstruct:GravelOre:1, 金矿砂砾
TConstruct:GravelOre:2, 铜矿砂砾
TConstruct:GravelOre:3, 锡矿砂砾
TConstruct:GravelOre:4, 铝矿砂砾
TConstruct:GravelOre:5, 钴矿砂砾
TConstruct:rail.wood, 木轨道
TConstruct:MetalBlock:0, 钴块
TConstruct:MetalBlock:1, 阿迪特块
TConstruct:MetalBlock:2, 玛玉灵块
TConstruct:MetalBlock:3, 铜方块
TConstruct:MetalBlock:4, 青铜块
TConstruct:MetalBlock:5, 锡块
TConstruct:MetalBlock:6, 铝块
TConstruct:MetalBlock:7, 铝黄铜块
TConstruct:MetalBlock:8, 耐酸铝块
TConstruct:MetalBlock:9, 钢块
TConstruct:MetalBlock:10, 末影块
TConstruct:ToolStationBlock:0, 工具组装台
TConstruct:ToolStationBlock:1, 部件加工台
TConstruct:ToolStationBlock:2, 部件加工台
TConstruct:ToolStationBlock:3, 部件加工台
TConstruct:ToolStationBlock:4, 部件加工台
TConstruct:ToolStationBlock:5, 模具箱
TConstruct:ToolStationBlock:10, 模具加工台
TConstruct:ToolStationBlock:11, 模具加工台
TConstruct:ToolStationBlock:12, 模具加工台
TConstruct:ToolStationBlock:13, 模具加工台
TConstruct:ToolForgeBlock:0, 工具装配台
TConstruct:ToolForgeBlock:1, 工具装配台
TConstruct:ToolForgeBlock:2, 工具装配台
TConstruct:ToolForgeBlock:3, 工具装配台
TConstruct:ToolForgeBlock:4, 工具装配台
TConstruct:ToolForgeBlock:5, 工具装配台
TConstruct:ToolForgeBlock:6, 工具装配台
TConstruct:ToolForgeBlock:7, 工具装配台
TConstruct:ToolForgeBlock:8, 工具装配台
TConstruct:ToolForgeBlock:9, 工具装配台
TConstruct:ToolForgeBlock:10, 工具装配台
TConstruct:ToolForgeBlock:11, 工具装配台
TConstruct:ToolForgeBlock:12, 工具装配台
TConstruct:ToolForgeBlock:13, 工具装配台
TConstruct:CraftingStation, 合成站
TConstruct:CraftingSlab:0, 合成站
TConstruct:CraftingSlab:1, 工具组装台
TConstruct:CraftingSlab:2, 部件加工台
TConstruct:CraftingSlab:3, 模具加工台
TConstruct:CraftingSlab:4, 模具箱
TConstruct:CraftingSlab:5, 工具装配台
TConstruct:FurnaceSlab, 半砖熔炉
TConstruct:HeldItemBlock, 煎锅
TConstruct:BattleSignBlock, tile.Battlesign.name
TConstruct:CraftedSoil:0, 黏滑泥泞
TConstruct:CraftedSoil:1, 水泥
TConstruct:CraftedSoil:2, 黏滑蓝泥泞
TConstruct:CraftedSoil:3, 黄泉土
TConstruct:CraftedSoil:4, 神圣土
TConstruct:CraftedSoil:5, 蓝史莱姆泥土
TConstruct:CraftedSoil:6, 史莱姆土
TConstruct:fluid.molten.iron, 熔融铁
TConstruct:fluid.molten.gold, 熔融金
TConstruct:fluid.molten.copper, 熔融铜
TConstruct:fluid.molten.tin, 熔融锡
TConstruct:fluid.molten.aluminum, 熔融铝
TConstruct:fluid.molten.cobalt, 熔融钴
TConstruct:fluid.molten.ardite, 熔融阿迪特
TConstruct:fluid.molten.bronze, 熔融青铜
TConstruct:fluid.molten.alubrass, 熔融铝黄铜
TConstruct:fluid.molten.manyullyn, 熔融玛玉灵
TConstruct:fluid.molten.alumite, 熔融耐酸铝
TConstruct:fluid.molten.obsidian, 熔融黑曜石
TConstruct:fluid.molten.steel, 熔融钢
TConstruct:fluid.molten.glass, 熔融玻璃
TConstruct:molten.stone, 熔融石头
TConstruct:molten.emerald, 熔融绿宝石
TConstruct:fluid.molten.nickel, 熔融镍
TConstruct:fluid.molten.lead, 熔融铅
TConstruct:fluid.molten.silver, 熔融银
TConstruct:fluid.molten.shiny, 熔融铂金
TConstruct:fluid.molten.invar, 熔融因瓦合金
TConstruct:fluid.molten.electrum, 熔融琥珀金
TConstruct:fluid.ender, 熔融末影珍珠
TConstruct:fluid.molten.lumium, 熔融流明
TConstruct:fluid.molten.signalum, 熔融信素
TConstruct:fluid.molten.mithril, 熔融蕴魔金属
TConstruct:fluid.molten.enderium, 熔融末影
TConstruct:liquid.blood, 血
TConstruct:liquid.glue, 凝胶
TConstruct:fluid.molten.pigiron, 熔融生铁
TConstruct:SearedSlab:0, 焦黑石砖台阶
TConstruct:SearedSlab:1, 焦黑石头台阶
TConstruct:SearedSlab:2, 焦黑圆石台阶
TConstruct:SearedSlab:3, 焦黑盖板石台阶
TConstruct:SearedSlab:4, 焦黑铺路石台阶
TConstruct:SearedSlab:5, 平滑焦黑石台阶
TConstruct:SearedSlab:6, 方纹焦黑石台阶
TConstruct:SearedSlab:7, 雕琢焦黑石台阶
TConstruct:SpeedSlab:0, 光滑褐岩台阶
TConstruct:SpeedSlab:1, 光滑褐岩铺路台阶
TConstruct:SpeedSlab:2, 褐岩台阶
TConstruct:SpeedSlab:3, 褐岩砖台阶
TConstruct:SpeedSlab:4, 褐岩铺路石台阶
TConstruct:SpeedSlab:5, 平滑褐岩砖台阶
TConstruct:SpeedSlab:6, 雕琢褐岩砖台阶
TConstruct:GlueBlock, 凝胶方块
TConstruct:Smeltery:0, 冶炼炉控制器
TConstruct:Smeltery:1, 冶炼炉排液口
TConstruct:Smeltery:2, 冶炼炉砖块
TConstruct:Smeltery:4, 焦黑石头
TConstruct:Smeltery:5, 焦黑圆石
TConstruct:Smeltery:6, 焦黑盖板石
TConstruct:Smeltery:7, 裂纹焦黑石砖块
TConstruct:Smeltery:8, 焦黑铺路石
TConstruct:Smeltery:9, 平滑焦黑石砖块
TConstruct:Smeltery:10, 方纹焦黑石砖块
TConstruct:Smeltery:11, 方纹焦黑石砖块
TConstruct:SmelteryNether:0, 冶炼炉控制器
TConstruct:SmelteryNether:1, 冶炼炉排液口
TConstruct:SmelteryNether:2, 冶炼炉砖块
TConstruct:SmelteryNether:4, 焦黑石头
TConstruct:SmelteryNether:5, 焦黑圆石
TConstruct:SmelteryNether:6, 焦黑盖板石
TConstruct:SmelteryNether:7, 裂纹焦黑石砖块
TConstruct:SmelteryNether:8, 焦黑铺路石
TConstruct:SmelteryNether:9, 平滑焦黑石砖块
TConstruct:SmelteryNether:10, 方纹焦黑石砖块
TConstruct:SmelteryNether:11, 方纹焦黑石砖块
TConstruct:LavaTank:0, 焦黑储罐
TConstruct:LavaTank:1, 焦黑玻璃
TConstruct:LavaTank:2, 焦黑视窗
TConstruct:LavaTankNether:0, 焦黑储罐
TConstruct:LavaTankNether:1, 焦黑玻璃
TConstruct:LavaTankNether:2, 焦黑视窗
TConstruct:SearedBlock:0, 浇铸台
TConstruct:SearedBlock:1, 浇注口
TConstruct:SearedBlock:2, 铸造盆
TConstruct:SearedBlockNether:0, 浇铸台
TConstruct:SearedBlockNether:1, 浇注口
TConstruct:SearedBlockNether:2, 铸造盆
TConstruct:CastingChannel:0, 浇注道
TConstruct:SpeedBlock:0, 光滑褐岩块
TConstruct:SpeedBlock:1, 光滑褐岩铺路石
TConstruct:SpeedBlock:2, 褐岩块
TConstruct:SpeedBlock:3, 褐岩砖块
TConstruct:SpeedBlock:4, 褐岩铺路石
TConstruct:SpeedBlock:5, 平滑褐岩砖块
TConstruct:SpeedBlock:6, 雕琢褐岩砖块
TConstruct:GlassBlock:0, 通透玻璃
TConstruct:GlassPane:0, 通透玻璃板
TConstruct:GlassBlock.StainedClear:0, 白色玻璃
TConstruct:GlassBlock.StainedClear:1, 橙色玻璃
TConstruct:GlassBlock.StainedClear:2, 品红色玻璃
TConstruct:GlassBlock.StainedClear:3, 浅蓝色玻璃
TConstruct:GlassBlock.StainedClear:4, 黄色玻璃
TConstruct:GlassBlock.StainedClear:5, 黄绿色玻璃
TConstruct:GlassBlock.StainedClear:6, 粉色玻璃
TConstruct:GlassBlock.StainedClear:7, 灰色玻璃
TConstruct:GlassBlock.StainedClear:8, 浅灰色玻璃
TConstruct:GlassBlock.StainedClear:9, 青色玻璃
TConstruct:GlassBlock.StainedClear:10, 紫色玻璃
TConstruct:GlassBlock.StainedClear:11, 蓝色玻璃
TConstruct:GlassBlock.StainedClear:12, 棕色玻璃
TConstruct:GlassBlock.StainedClear:13, 绿色玻璃
TConstruct:GlassBlock.StainedClear:14, 红色玻璃
TConstruct:GlassBlock.StainedClear:15, 黑色玻璃
TConstruct:GlassPaneClearStained:0, 白色玻璃板
TConstruct:GlassPaneClearStained:1, 橙色玻璃板
TConstruct:GlassPaneClearStained:2, 品红色玻璃板
TConstruct:GlassPaneClearStained:3, 浅蓝色玻璃板
TConstruct:GlassPaneClearStained:4, 黄色玻璃板
TConstruct:GlassPaneClearStained:5, 黄绿色玻璃板
TConstruct:GlassPaneClearStained:6, 粉色玻璃板
TConstruct:GlassPaneClearStained:7, 灰色玻璃板
TConstruct:GlassPaneClearStained:8, 浅灰色玻璃板
TConstruct:GlassPaneClearStained:9, 青色玻璃板
TConstruct:GlassPaneClearStained:10, 紫色玻璃板
TConstruct:GlassPaneClearStained:11, 蓝色玻璃板
TConstruct:GlassPaneClearStained:12, 棕色玻璃板
TConstruct:GlassPaneClearStained:13, 绿色玻璃板
TConstruct:GlassPaneClearStained:14, 红色玻璃板
TConstruct:GlassPaneClearStained:15, 黑色玻璃板
TConstruct:Redstone.Landmine:0, 地雷
TConstruct:Redstone.Landmine:1, 地雷
TConstruct:Redstone.Landmine:2, 地雷
TConstruct:Redstone.Landmine:3, 地雷
TConstruct:Armor.DryingRack, 晾干架
ExtraTiC:moltenPokefennium, Molten Pokefennium
ExtraTiC:moltenFairy, Molten Fairy
ExtraTiC:moltenRedAurum, Molten RedAurum
ExtraTiC:moltenDarkSteel, Molten Dark Steel
ExtraTiC:moltenZinc, Molten Zinc
ExtraTiC:moltenBrass, Molten Brass
ExtraTiC:moltenAdamantine., Molten Adamantine
ExtraTiC:moltenManasteel, Molten Manasteel
ExtraTiC:moltenTerrasteel, Molten Terrasteel
ExtraTiC:moltenElementium, Molten Elementium
ExtraTiC:moltenVoidmetal, Molten Voidmetal
ExtraTiC:moltenConstantan, Molten Constantan
ExtraTiC:blockFunStuff:0, 精灵方块
ExtraTiC:blockFunStuff:1, 铁血方块
ExtraTiC:blockFunStuff:2, 赤金方块
FoodPlus:chocolate_cake, 巧克力蛋糕
FoodPlus:salt_block, Salt Block
FoodPlus:pizza_, Pizza
FoodPlus:party_block, Food Plus Gift
FoodPlus:steak_pie_block, Beef Pie
FoodPlus:tomato_crop, Tomato Crop
FoodPlus:strawberry_crop, Strawberry Crop
FoodPlus:countertop, Countertop
FoodPlus:freezer_idle, Freezer
FoodPlus:freezer_burning, Freezer
FoodPlus:strawberry_cake, Strawberry Cake
FoodPlus:candy_block, Candy Block
FoodPlus:coffee_crop, Coffee Crop
FoodPlus:candy_stairs, Candy Stairs
FoodPlus:candy_slab, Candy Slab
FoodPlus:candy_double_slab, Candy Slab
FoodPlus:candy_flower, Candy Flower
FoodPlus:strawberry_bush, Strawberry Bush
FoodPlus:orange_leaf, Orange Leaves
FoodPlus:orange_sapling, Orange Sapling
FoodPlus:pear_sapling, Pear Sapling
FoodPlus:pear_leaf, Pear Leaves
FoodPlus:minecraft_cake, Minecraft Cake
FoodPlus:cooked_zombie_pizza, tile.PizzaZombieReed.name
FoodPlus:cooked_cheese_Pizza, Cheese Pizza
FoodPlus:cooked_tomato_Pizza, Tomato Pizza
FoodPlus:cooked_pork_Pizza, Pork Pizza
FoodPlus:pizza_dough_block, Pizza Dough
FoodPlus:carrot_cake, 胡萝卜蛋糕
FoodPlus:kiwi_sapling, Kiwi Sapling
FoodPlus:kiwi_leaf, Kiwi Leaves
FoodPlus:cherry_sapling, Cherry Sapling
FoodPlus:cherry_leaf, Cherry Leaves
FoodPlus:juicer_idle, Juicer
FoodPlus:juicer_burning, Juicer
FoodPlus:banana_sapling, Banana Sapling
FoodPlus:coconut_sapling, Coconut Sapling
FoodPlus:banana_leaf, Banana Leaves
FoodPlus:coconut_leaf, Coconut Leaves
FoodPlus:rice_crop, Rice Crop
FoodPlus:peanut_crop, Peanut Crop
FoodPlus:walnut_leaf, Walnut Leaves
FoodPlus:walnut_sapling, Walnut Sapling
FoodPlus:grill_idle, Grill
FoodPlus:grill_burning, Grill
FoodPlus:seaweed_block, Seaweed
FoodPlus:trash_can, Trash Can
FoodPlus:chocolate_block, Chocolate Block
FoodPlus:dark_chocolate_block, Dark Chocolate Block
FoodPlus:white_chocolate_block, White Chocolate Block
FoodPlus:surprise_block, Surprise Box
FoodPlus:microwave_idle, Microwave
FoodPlus:microwave_burning, Microwave
FoodPlus:candy_cane_crop, tile.CaneCrop.name
FoodPlus:countertop_2, Countertop
FoodPlus:countertop_3, Countertop
FoodPlus:tea_bush, Tea Leaves Bush
FoodPlus:blueberry_crop, tile.BlueberryCrop.name
FoodPlus:blueberry_bush, tile.BlueberryBush.name
ThaumicHorizons:synthNode, 天域碎片
ThaumicHorizons:alchemite, 炼金炸药
ThaumicHorizons:visDynamo, 魔力反应炉
ThaumicHorizons:essentiaDynamo, 源质反应炉
ThaumicHorizons:nodeMonitor, 节点透视之镜
ThaumicHorizons:soulSieve, 灵魂滤网
ThaumicHorizons:inspiratron, 摄魂之脑
ThaumicHorizons:soulforge, 灵魂熔炼炉
ThaumicHorizons:soulJar:0, 缸中  灵魂
ThaumicHorizons:bloodInfuser, 血液转化器
ThaumicHorizons:vat, 治愈之缸
ThaumicHorizons:vatSolid, 治愈之缸
ThaumicHorizons:vatInterior, tile.ThaumicHorizons_vatInterior.name
ThaumicHorizons:soulBeacon, 灵魂信标
ThaumicHorizons:modMatrix, 改版符文矩阵
ThaumicHorizons:chocolate, 巧克力块
ThaumicHorizons:evanescent, tile.ThaumicHorizons_evanescent.name
ThaumicHorizons:light, 光球
ThaumicHorizons:lightSolar, 光球
ThaumicHorizons:transductionAmplifier, 传导增幅器
ThaumicHorizons:recombinator, 因果重组器
ThaumicHorizons:vortexStabilizer, 漩涡弱化设备
ThaumicHorizons:vortexTH:0, 平面漩涡
ThaumicHorizons:vortexTH:1, 平面漩涡(创造)
ThaumicHorizons:voidTH, 异界边境
ThaumicHorizons:cloudTH:0, 云
ThaumicHorizons:cloudTH:2, 雷云
ThaumicHorizons:cloudTH:3, 酸云
ThaumicHorizons:cloudTH:5, 肿胀云
ThaumicHorizons:cloudTH:8, 孢子云
ThaumicHorizons:cloudGlowingTH:1, 等离子云
ThaumicHorizons:cloudGlowingTH:4, 合金云
ThaumicHorizons:cloudGlowingTH:6, Vis云
ThaumicHorizons:cloudGlowingTH:7, 符文云
ThaumicHorizons:cloudGlowingTH:9, 憎恶云
ThaumicHorizons:brainTH, 大脑团
ThaumicHorizons:dustTH, 尘埃
ThaumicHorizons:eyeTH, 眼簇
ThaumicHorizons:boneTH, 骨头
ThaumicHorizons:fleshTH, 肉疙瘩
ThaumicHorizons:spikeTH, 金属钉
ThaumicHorizons:spikeWoodTH, 木钉
ThaumicHorizons:spikeToothTH, 牙齿
ThaumicHorizons:crystalTH:0, 白色水晶
ThaumicHorizons:crystalTH:1, 橙色水晶
ThaumicHorizons:crystalTH:2, 品红水晶
ThaumicHorizons:crystalTH:3, 淡蓝水晶
ThaumicHorizons:crystalTH:4, 黄色水晶
ThaumicHorizons:crystalTH:5, 黄绿水晶
ThaumicHorizons:crystalTH:6, 粉色水晶
ThaumicHorizons:crystalTH:7, 灰色水晶
ThaumicHorizons:crystalTH:8, 淡灰水晶
ThaumicHorizons:crystalTH:9, 青色水晶
ThaumicHorizons:crystalTH:10, 紫色水晶
ThaumicHorizons:crystalTH:11, 蓝色水晶
ThaumicHorizons:crystalTH:12, 棕色水晶
ThaumicHorizons:crystalTH:13, 绿色水晶
ThaumicHorizons:crystalTH:14, 红色水晶
ThaumicHorizons:crystalTH:15, 黑色水晶
ThaumicHorizons:crystalDeep, 深度水晶
ThaumicHorizons:leviathanTH, 原始化石
ThaumicHorizons:slotTH, 要石容器
ThaumicHorizons:portalTH, tile.null.name
ThaumicHorizons:gatewayTH, 平面之门
ThaumicTinkerer:fireOrder, 秩序之焰
ThaumicTinkerer:Levitational Locomotive, 悬浮平台
ThaumicTinkerer:fireAir, 巽风之焰
ThaumicTinkerer:fireWater, 坎水之焰
ThaumicTinkerer:bedrockPortal, 基岩传送门
ThaumicTinkerer:infusedFarmland, tile.infusedFarmland.name
ThaumicTinkerer:magnet:0, 奥术念力磁铁
ThaumicTinkerer:magnet:1, 奥术生物磁铁
ThaumicTinkerer:darkQuartz:0, 烟黑石英块
ThaumicTinkerer:darkQuartz:1, 雕琢烟黑石英块
ThaumicTinkerer:darkQuartz:2, 柱状烟黑石英块
ThaumicTinkerer:fireFire, 离火之焰
ThaumicTinkerer:funnel, 液体漏斗
ThaumicTinkerer:animationTablet, 活化工具台
ThaumicTinkerer:darkQuartzStairs, 烟黑石英楼梯
ThaumicTinkerer:forcefield, 力场
ThaumicTinkerer:fireEarth, 坤地之焰
ThaumicTinkerer:infusedGrainBlock, tile.infusedGrainBlock.name
ThaumicTinkerer:enchanter, 渗透附魔台
ThaumicTinkerer:platform, 仙域平台
ThaumicTinkerer:darkQuartzSlab:0, 烟黑石英台阶
ThaumicTinkerer:darkQuartzSlabFull:0, 烟黑石英台阶
ThaumicTinkerer:warpGate, 仙域之门
ThaumicTinkerer:dislocator, 矢量转位仪
ThaumicTinkerer:spawner, 刷怪笼
ThaumicTinkerer:interface, 矢量变换接口
ThaumicTinkerer:gaseousShadow, tile.gaseousShadow.name
ThaumicTinkerer:nitorGas, tile.nitorGas.name
ThaumicTinkerer:repairer, 奥法修复台
ThaumicTinkerer:fireChaos, 混沌之焰
ThaumicTinkerer:gaseousLight, tile.gaseousLight.name
ThaumicTinkerer:Levitational Locomotive Relay, 悬浮平台中继
tinker_io:fuelInputMachine, Fuel Input Machine
tinker_io:SmartOutput, Smart Output
tinker_io:WhatABeautifulBlock, 好漂亮的方块
trivialthoughts:golden_trash_can, 托米尔的黄金垃圾桶
trivialthoughts:metal_energy_storage_tanks, 金属能量储罐
trivialthoughts:water_pump, 水泵
trivialthoughts:mp_converter, MP转换器
trivialthoughts:mini_metal_cabinet, 迷你金属柜子
TwilightForest:tile.TFLog:0, 暮色橡树原木
TwilightForest:tile.TFLog:1, 苍穹树原木
TwilightForest:tile.TFLog:2, 红树原木
TwilightForest:tile.TFLog:3, 黑树原木
TwilightForest:tile.TFRoots:0, 根茎
TwilightForest:tile.TFRoots:1, 鲜活根茎
TwilightForest:tile.TFLeaves:0, 暮色橡树树叶
TwilightForest:tile.TFLeaves:1, 苍穹树树叶
TwilightForest:tile.TFLeaves:2, 红树树叶
TwilightForest:tile.TFLeaves:3, 彩虹橡树树叶
TwilightForest:tile.TFFirefly, 萤火虫
TwilightForest:tile.TFCicada, 蝉
TwilightForest:tile.TFPortal, 暮色森林入口
TwilightForest:tile.TFMazestone:0, 迷宫石头
TwilightForest:tile.TFMazestone:1, 迷宫石砖
TwilightForest:tile.TFMazestone:2, 迷宫雕刻石砖
TwilightForest:tile.TFMazestone:3, 迷宫装饰石砖
TwilightForest:tile.TFMazestone:4, 迷宫碎裂石砖
TwilightForest:tile.TFMazestone:5, 迷宫青苔石砖
TwilightForest:tile.TFMazestone:6, 迷宫镶嵌石砖
TwilightForest:tile.TFMazestone:7, 迷宫边缘石砖
TwilightForest:tile.TFHedge:0, 树篱
TwilightForest:tile.TFBossSpawner:0, 生成 娜迦
TwilightForest:tile.TFBossSpawner:1, 生成 巫妖
TwilightForest:tile.TFBossSpawner:2, 生成 九头蛇
TwilightForest:tile.TFBossSpawner:3, 生成 暮色恶魂
TwilightForest:tile.TFBossSpawner:4, 生成 幻影骑士
TwilightForest:tile.TFBossSpawner:5, tile.TFBossSpawner.5.name
TwilightForest:tile.TFFireflyJar, 萤火虫罐
TwilightForest:tile.TFPlant:3, 苔藓
TwilightForest:tile.TFPlant:4, 鬼臼果
TwilightForest:tile.TFPlant:8, 暮色森林蕨类
TwilightForest:tile.TFPlant:9, 暮色森林蘑菇
TwilightForest:tile.TFPlant:10, 森林草
TwilightForest:tile.TFPlant:11, 枯死的灌木
TwilightForest:tile.TFPlant:13, 火炬浆果植物
TwilightForest:tile.TFPlant:14, 须根
TwilightForest:tile.TFUncraftingTable, 多功能工作台
TwilightForest:tile.TFFireJet:0, 烟雾方块
TwilightForest:tile.TFFireJet:8, 火焰喷射
TwilightForest:tile.TFFireJet:1, 被包裹的烟雾方块
TwilightForest:tile.TFFireJet:11, 被包裹的火焰喷射
TwilightForest:tile.TFNagastone:1, 娜迦头方块
TwilightForest:tile.TFNagastone:13, 娜迦石方块
TwilightForest:tile.TFSapling:0, 暮色橡树树苗
TwilightForest:tile.TFSapling:1, 苍穹树苗
TwilightForest:tile.TFSapling:2, 红树树苗
TwilightForest:tile.TFSapling:3, 黑树树苗
TwilightForest:tile.TFSapling:4, 高大暮色橡树树苗
TwilightForest:tile.TFSapling:5, 时光树树苗
TwilightForest:tile.TFSapling:6, 变化树树苗
TwilightForest:tile.TFSapling:7, 矿工树树苗
TwilightForest:tile.TFSapling:8, 分类树树苗
TwilightForest:tile.TFSapling:9, 彩虹橡树树苗
TwilightForest:tile.TFMoonworm, 月光蠕虫
TwilightForest:tile.TFMagicLog:0, 时光树原木
